"Version","Class","Domain","Variable Order","CDASH Variable","CDASH Variable Label","DRAFT CDASH Definition","Domain Specific","Question Text","Prompt","Type","SDTM Target","Mapping Instructions","Controlled Terminology Codelist Code","Implementation Notes"
"CDASH Model v1.3","Events",,"50","--HLTCD","High Level Term Code","The dictionary-derived code for the high level term for the primary system organ class (SOC).",,,,"Num","--HLTCD","Maps directly to the SDTM variable listed in the SDTM Target column. The sponsor is expected to provide the dictionary name and version used to code the event utilizing the Define-XML external codelist attributes. Sponsors should include an Origin column in the define metadata document to indicate that the data was ""ASSIGNED"".","","This field does not typically appear on the CRF. Sponsors will populate this through the coding process (e.g., using MedDRA). Rationale for adding coding variables to CDASH is to provide a more complete data management package."
"CDASH Model v1.3","Events",,"51","--HLGT","High Level Group Term","The dictionary-derived text description of the high level group term for the primary system organ class (SOC).",,,,"Char","--HLGT","Maps directly to the SDTM variable listed in the SDTM Target column. The sponsor is expected to provide the dictionary name and version used to code the event utilizing the Define-XML external codelist attributes. Sponsors should include an Origin column in the define metadata document to indicate that the data was ""ASSIGNED"".","","This field does not typically appear on the CRF. Sponsors will populate this through the coding process (e.g., using MedDRA). Rationale for adding coding variables to CDASH is to provide a more complete data management package."
"CDASH Model v1.3","Events",,"52","--HLGTCD","High Level Group Term Code","The dictionary-derived code for the high level group term for the primary system organ class (SOC).",,,,"Num","--HLGTCD","Maps directly to the SDTM variable listed in the SDTM Target column. The sponsor is expected to provide the dictionary name and version used to code the event utilizing the Define-XML external codelist attributes. Sponsors should include an Origin column in the define metadata document to indicate that the data was ""ASSIGNED"".","","This field does not typically appear on the CRF. Sponsors will populate this through the coding process (e.g., using MedDRA). Rationale for adding coding variables to CDASH is to provide a more complete data management package."
"CDASH Model v1.3","Events",,"53","--CNTMOD","Contact Mode","The way in which the event contact was conducted.",,"What was the contact mode?","Contact Mode","Char","--CNTMOD","Maps directly to the SDTM variable listed in the SDTM Target column.","","Terms like IN PERSON"", ""TELEPHONE"", ""IVRS"" may be used."
"CDASH Model v1.3","Events",,"54","--EPCHGI","Epi/Pandemic Related Change Indicator","An indication whether the event was changed due to an epidemic or pandemic.",,"Was the [event topic] changed due to an epidemic or pandemic?","Epi/Pandemic Related Change Indicator","Char","--EPCHGI","Maps directly to the SDTM variable listed in the SDTM Target column.","C66742","Not the same as whether a medical condition was caused by an epidemic or pandemic."
"CDASH Model v1.3","Events",,"55","--RLDEV","Relationship of Event to Device","A judgement as to the likelihood that the device caused the event.",,"[Is/Was] this event related to a device?","Relationship of Event to Device","Char","--RLDEV","Maps directly to the SDTM variable listed in the SDTM Target column.","","The device may or may not be the device under study. Controlled terminology from EC Directive MEDDEV 2.7/3b is required in EU but not US."
"CDASH Model v1.3","Findings",,"1","--YN","Any [Finding]","An indication whether or not any data was collected for the finding topic.",,"Has the subject had any [Findings topic(s)] ([study specific time frame])?; [Was/Were/Is] (there) [a/any] [Findings topic(s)] (reported/available) ([study specific time frame])?; Were all eligibility criteria met?","Any [Findings topic(s)] ([study specific time frame])","Char",,"Does not map to an SDTM variable. The SDTM annotated CRF indicates that this field is NOT SUBMITTED.","C66742","This is a field that can be used in any CRF to indicate whether or not there are data to record. Used primarily as a data-cleaning field or to dynamically drive EDC form functionality, this provides verification that all other fields on the CRF were deliberately left blank. For example, used in the DD domain to indicate no information on any death details are being provided, or used in the IE domain to indicate whether the subject met all the eligibility requirements for this study at the time the subject was enrolled. \n --PERF should be used to capture a response about whether planned measurements, tests, or observations were done."
"CDASH Model v1.3","Findings",,"2","--PERF","[Observation] Performed","An indication of whether or not a planned measurement, series of measurements, test, observation or specimen was performed or collected.",,"[Were (any)/Was (the)] [--TEST/topic] ([measurement(s)/test(s)/examination(s)/question(s)/assessment(s)/specimen(s)/sample(s)]) [performed/collected]?","[--TEST/topic] ([Measurement (s)/Test(s)/Examination(s)/Specimen(s)/Assessment(s)/Question(s) Sample(s)]) [Performed/Collected]","Char","--STAT","This field does not map directly to an SDTM variable. May be used to populate a value into the SDTM variable --STAT. If the CDASH variable --PERF=""N"", the value of the STDM variable --STAT is ""NOT DONE"". If --PERF= ""Y"", --STAT is null. A combination of SDTM variables (e.g., --CAT and --SCAT, --TPT ) is used to indicate that multiple tests were not done. In this situation, the SDTM variable --TESTCD would be populated with --ALL and an appropriate test name (--TEST) provided. See SDTMIG for additional information.","C66742","This field is used to capture a response to whether or not a planned measurement, test, or observation was performed. A negative response can be collected as ""N"" and mapped to the --STAT variable in SDTM as ""NOT DONE""."
"CDASH Model v1.3","Findings",,"3","--TESTCD","Short Name of Measurement, Test, or Exam","Short character value code for the test being performed.",,,,"Char","--TESTCD","Maps directly to the SDTM variable listed in the SDTM Target column. The SDTM variable --TESTCD may be determined from the value collected in --TEST. The SDTMIG variables --TESTCD and --TEST are required in SDTM.","","May be used as a column heading when converting from a vertical dataset format to a horizontal dataset format. --TESTCD is most useful as a variable name or variable naming fragment (e.g., [--TESTCD_--ORRES]) for the clinical database or EDC system for the field in which the result is collected for that test. The short value can be up to 8 characters. When individual codelist names are used for each domain, the CDASH model does not include any Codelist name."
"CDASH Model v1.3","Findings",,"4","--TEST","Name of Measurement, Test, or Exam","Descriptive name for the test being performed. Examples: Platelet, Systolic Blood Pressure, Summary (Min) RR Duration, Eye Examination.",,"What [is/was] the name (of the [measurement/test/examination/question/assessment])?","[Measurement/Test/Examination/Question/Assessment] (Name)","Char","--TEST","Maps directly to the SDTM variable listed in the SDTM Target column. The SDTM variable --TESTCD may be determined from the value collected in --TEST. The SDTMIG variables --TESTCD and --TEST are required in SDTM.","","The test name will usually be preprinted on the CRF, and not solicited as a question. If the form is laid out as a grid, then the column can be headed Test or Test Name. --TEST is most useful as the PROMPT on the field in which the RESULT for that test is collected. When individual codelist names are used for each domain, the CDASH model does not include any Codelist name."
"CDASH Model v1.3","Findings",,"5","--TSTDTL","Measurement, Test or Examination Detail","A further description of --TESTCD and --TEST.",,"What [is/was] the [measurement/test/examination/question/assessment] detail name?","[Measurement/Test/Examination/Question/Assessment] Detail (Name)","Char","--TSTDTL","Maps directly to the SDTM variable listed in the SDTM Target column.","","It is recommended that the test detail name be preprinted on the CRF. If the form is laid out as a grid, then the column can be headed Test or Test Name. When individual codelist names are used for each domain, the CDASH model does not include any Codelist name."
